Year,TreeID,Habitat,d13C,d13Catm,D13C,CO2.alt,CO2.mean,Ci,Ci_Ca.Paulo,iWUE,Neutral.3800,Neutral.3600,Neutral.Paulo,C_ug,Plot,BAI.mm,RW,RWI,BAI.cum,Radius,DBH,CA,Max.CA,Aspect,BAI.cm,BAI.cum.cm,Age_Class,logBAI.cm,max.DBH
1981,B16P1,Upstream,-24.72917256,-7.37,17.39896887,238.49,340.11,195.6229779,0.575175614,90.30438878,97.024862,96.557522,85.25667425,543.02,B16,985.6128685,0.488,0.27871535,325103.9858,321.689,643.378,104,138,South,9.856128685,3251.039858,Mature,2.288093463,68.762
1981,B19P1,Upstream,-25.01514431,-7.37,17.68709,238.49,340.11,199.958946,0.587924336,87.59440873,97.024862,96.557522,85.25667425,550.91,B19,1813.757804,2.28,1.131824586,51270.18578,127.749,255.498,30,64,South,18.13757804,512.7018578,Young,2.897985921,34.2468
1982,A24P1,Upstream,-24.0675648,-7.48,16.71257486,242.55,341.45,186.0233932,0.544804197,97.14162926,97.63612122,97.16878122,86.09417425,554.34,A24,1030.522715,0.536,0.247273601,294670.1209,306.262,612.524,95,128,South,10.30522715,2946.701209,Mature,2.332651257,66.7848
1982,A24P4,Upstream,-25.4100845,-7.48,18.06521229,242.55,341.45,206.4595901,0.604655411,84.3690062,97.63612122,97.16878122,86.09417425,560.94,A24,3546.530893,3.845,1.289084034,69487.41365,148.723,297.446,37,70,South,35.46530893,694.8741365,Young,3.568555005,40.551
1982,A8P4,Downstream,-25.57883705,-7.48,18.23523662,242.55,341.45,221.8150934,0.649626866,82.76350819,97.63612122,97.16878122,86.09417425,592.91,A8,1644.136597,0.909,0.385835289,261161.0758,288.323,576.646,85,118,South,16.44136597,2611.610758,Mature,2.799800474,62.6744
1982,B16P1,Upstream,-24.66051693,-7.4,17.3099957,239.49,341.45,195.0494704,0.571238748,91.500331,97.63612122,97.16878122,86.09417425,540.96,B16,1473.121597,0.728,0.416662899,326577.1074,322.417,644.834,105,138,South,14.73121597,3265.771074,Mature,2.689968778,68.762
1982,B19P1,Upstream,-25.26508278,-7.4,17.91911778,239.49,341.45,204.2523348,0.598191052,85.74854075,97.63612122,97.16878122,86.09417425,553.92,B19,1099.065204,1.362,0.679722296,52369.25099,129.111,258.222,31,64,South,10.99065204,523.6925099,Young,2.397045097,34.2468
1983,A24P1,Upstream,-24.03801651,-7.51,16.65308115,243.69,343.05,185.9920128,0.542171732,98.16124203,98.36598298,97.89864298,87.09417425,568.76,A24,880.0616291,0.457,0.211299552,295550.1825,306.719,613.438,96,128,South,8.800616291,2955.501825,Mature,2.174821752,66.7848
1983,A24P4,Upstream,-25.59585025,-7.51,18.22270275,243.69,343.05,209.8176185,0.611624015,83.27023845,98.36598298,97.89864298,87.09417425,565.96,A24,2988.063146,3.164,1.065647503,72475.47679,151.887,303.774,38,70,South,29.88063146,724.7547679,Young,3.397210493,40.551
1983,A8P4,Downstream,-25.03978124,-7.51,17.66242606,243.69,343.05,214.1600766,0.624282398,88.58558463,98.36598298,97.89864298,87.09417425,531.55,A8,2864.68536,1.577,0.6710679,264025.7612,289.9,579.8,86,118,South,28.6468536,2640.257612,Mature,3.355043615,62.6744
1983,B16P1,Upstream,-24.79508235,-7.43,17.41587558,240.77,343.05,197.5706246,0.575923698,90.92460962,98.36598298,97.89864298,87.09417425,545.08,B16,1833.895764,0.904,0.518478142,328411.0032,323.321,646.642,106,138,South,18.33895764,3284.110032,Mature,2.90902763,68.762
1983,B19P1,Upstream,-24.71661604,-7.43,17.33681552,240.77,343.05,196.370556,0.572425466,91.6746525,98.36598298,97.89864298,87.09417425,549.9,B19,1274.80366,1.562,0.7836484,53644.05465,130.673,261.346,32,64,South,12.7480366,536.4405465,Young,2.545377268,34.2468
1984,A24P1,Upstream,-24.85626259,-7.54,17.44781915,244.89,344.66,198.9850154,0.57733713,91.0468654,99.10040638,98.63306638,88.10042425,275.2,A24,2065.671186,1.07,0.495828237,297615.8537,307.789,615.578,97,128,South,20.65671186,2976.158537,Mature,3.028040296,66.7848
1984,A24P4,Upstream,-25.0465396,-7.54,17.63954174,244.89,344.66,201.9088698,0.585820431,89.21945637,99.10040638,98.63306638,88.10042425,558.93,A24,3585.776256,3.712,1.255911867,76061.25305,155.599,311.198,39,70,South,35.85776256,760.6125305,Young,3.579560072,40.551
1984,A8P4,Downstream,-25.65192199,-7.54,18.2495234,244.89,344.66,224.1190556,0.650261288,83.40540006,99.10040638,98.63306638,88.10042425,548.04,A8,1899.581217,1.041,0.444095834,265925.3424,290.941,581.882,87,118,South,18.99581217,2659.253424,Mature,2.944218543,62.6744
1984,B16P1,Upstream,-24.32331779,-7.46,16.91082541,241.69,344.66,190.7956233,0.553576346,96.16523542,99.10040638,98.63306638,88.10042425,543.02,B16,1777.918339,0.874,0.502317418,330188.9215,324.195,648.39,107,138,South,17.77918339,3301.889215,Mature,2.8780283,68.762
1984,B19P1,Upstream,-25.24336339,-7.46,17.83786086,241.69,344.66,204.9333241,0.594595613,87.32917245,99.10040638,98.63306638,88.10042425,555.92,B19,642.3246304,0.78,0.393366005,54286.37928,131.453,262.906,33,64,South,6.423246304,542.8637928,Young,1.859923645,34.2468
1985,A24P1,Upstream,-24.60728358,-7.57,17.16723958,245.89,346.12,195.5308391,0.564922105,94.11822553,99.76640523,99.29906523,89.01292425,566.96,A24,2577.637942,1.33,0.617674897,300193.4917,309.119,618.238,98,128,South,25.77637942,3001.934917,Mature,3.249458546,66.7848
1985,A24P4,Upstream,-25.83168679,-7.57,18.40098223,245.89,346.12,214.4256623,0.619512488,82.30896107,99.76640523,99.29906523,89.01292425,569.98,A24,4676.474042,4.712,1.601447821,80737.72709,160.311,320.622,40,70,South,46.76474042,807.3772709,Young,3.845129509,40.551
1985,A8P4,Downstream,-25.74564347,-7.57,18.31428259,245.89,346.12,226.0606188,0.653127871,83.13884154,99.76640523,99.29906523,89.01292425,583.13,A8,2508.469431,1.369,0.585484173,268433.8119,292.31,584.62,88,118,South,25.08469431,2684.338119,Mature,3.222257872,62.6744
1985,B16P1,Upstream,-24.64456818,-7.48,17.20480858,242.55,346.12,196.10621,0.56658445,93.75861875,99.76640523,99.29906523,89.01292425,544.05,B16,801.0172793,0.393,0.226339517,330989.9388,324.588,649.176,108,138,South,8.010172793,3309.899388,Mature,2.080712333,68.762
1985,B19P1,Upstream,-25.54963284,-7.48,18.11677684,242.55,346.12,210.0730443,0.606937028,85.02934734,99.76640523,99.29906523,89.01292425,552.91,B19,784.1540676,0.946,0.479547952,55070.53334,132.399,264.798,34,64,South,7.841540676,550.7053334,Young,2.05943533,34.2468
1986,A24P1,Upstream,-25.2518385,-7.6,17.78701985,246.82,347.43,205.7987746,0.592346011,88.51951585,100.3639795,99.89663955,89.83167425,541.72,A24,1937.599461,0.996,0.463579528,302131.0911,310.115,620.23,99,128,South,19.37599461,3021.310911,Mature,2.964034909,66.7848
1986,A24P4,Upstream,-25.83508647,-7.6,18.37473445,246.82,347.43,214.8337164,0.618351082,82.87267725,100.3639795,99.89663955,89.83167425,564.96,A24,3670.984015,3.604,1.230356988,84408.71111,163.915,327.83,41,70,South,36.70984015,844.0871111,Young,3.603044843,40.551
1986,A8P4,Downstream,-25.80934561,-7.6,18.34879646,246.82,347.43,227.4471918,0.654656166,83.12189283,100.3639795,99.89663955,89.83167425,575.49,A8,2081.256064,1.131,0.48490276,270515.0679,293.441,586.882,89,118,South,20.81256064,2705.150679,Mature,3.035556681,62.6744
1986,B16P1,Upstream,-25.85595041,-7.51,18.39575817,243.69,347.43,215.1569142,0.619281335,82.6706786,100.3639795,99.89663955,89.83167425,543.02,B16,1367.839451,0.67,0.386669523,332357.7782,325.258,650.516,109,138,South,13.67839451,3323.577782,Mature,2.615817545,68.762
1986,B19P1,Upstream,-24.4415352,-7.51,16.97051108,243.69,347.43,193.2465781,0.556217305,96.36463866,100.3639795,99.89663955,89.83167425,559.94,B19,850.1171335,1.018,0.518685991,55920.65048,133.417,266.834,35,64,South,8.501171335,559.2065048,Young,2.140203958,34.2468
1987,A24P1,Upstream,-24.89777218,-7.62,17.41043973,248.1,349.18,201.0170507,0.575683174,92.60184333,101.1622658,100.6949258,90.92542425,386.12,A24,2587.291224,1.325,0.618063636,304718.3823,311.44,622.88,100,128,South,25.87291224,3047.183823,Mature,3.253196562,66.7848
1987,A24P4,Upstream,-25.39484446,-7.62,17.91132879,248.1,349.18,208.7560082,0.597846406,87.76499488,101.1622658,100.6949258,90.92542425,558.93,A24,3119.048054,3.001,1.02904423,87527.75916,166.916,333.832,42,70,South,31.19048054,875.2775916,Young,3.440112937,40.551
1987,A8P4,Downstream,-25.74386737,-7.62,18.26303167,248.1,349.18,227.2679996,0.650862019,84.36876662,101.1622658,100.6949258,90.92542425,677.02,A8,1913.490829,1.036,0.445273448,272428.5588,294.477,588.954,90,118,South,19.13490829,2724.285588,Mature,2.951514326,62.6744
1987,B16P1,Upstream,-25.10704184,-7.54,17.62131627,244.89,349.18,204.2751865,0.585013994,90.56550843,101.1622658,100.6949258,90.92542425,543.02,B16,1102.443437,0.539,0.311707691,333460.2217,325.797,651.594,110,138,South,11.02443437,3334.602217,Mature,2.400114116,68.762
1987,B19P1,Upstream,-25.08904528,-7.54,17.60318152,244.89,349.18,203.9949966,0.584211572,90.74062709,101.1622658,100.6949258,90.92542425,548.9,B19,1573.476332,1.864,0.954544328,57494.12681,135.281,270.562,36,64,South,15.73476332,574.9412681,Young,2.755872489,34.2468
1988,A24P1,Upstream,-24.6857226,-7.65,17.16705054,249.87,351.57,198.6067238,0.564913741,95.60204765,102.2524969,101.7851569,92.41917425,579.57,A24,1116.416786,0.57,0.266465149,305834.7991,312.01,624.02,101,128,South,11.16416786,3058.347991,Mature,2.412709351,66.7848
1988,A24P4,Upstream,-25.81971553,-7.65,18.30978539,249.87,351.57,216.3833296,0.61547723,84.491669,102.2524969,101.7851569,92.41917425,556.93,A24,2601.099947,2.462,0.847931806,90128.85911,169.378,338.756,43,70,South,26.01099947,901.2885911,Young,3.258519505,40.551
1988,A8P4,Downstream,-25.66343294,-7.65,18.15229802,249.87,351.57,227.1013637,0.645963432,86.0228591,102.2524969,101.7851569,92.41917425,546.36,A8,647.973591,0.35,0.150801195,273076.5323,294.827,589.654,91,118,South,6.47973591,2730.765323,Mature,1.868679755,62.6744
1988,B16P1,Upstream,-24.9654344,-7.57,17.44891863,245.89,351.57,202.9915187,0.57738578,92.86155083,102.2524969,101.7851569,92.41917425,540.96,B16,618.4934887,0.302,0.175007091,334078.7152,326.099,652.198,111,138,South,6.184934887,3340.787152,Mature,1.822116478,68.762
1988,B19P1,Upstream,-24.92258743,-7.57,17.40574135,245.89,351.57,202.3198446,0.575475281,93.28134715,102.2524969,101.7851569,92.41917425,553.92,B19,1716.870442,2.005,1.031896378,59210.99725,137.286,274.572,37,64,South,17.16870442,592.1099725,Young,2.843088216,34.2468
1989,A24P1,Upstream,-24.53682357,-7.68,16.98728593,250.94,353.12,196.6735578,0.556959554,97.77902638,102.9595504,102.4922104,93.38792425,552.54,A24,1236.309386,0.63,0.295155059,307071.1085,312.64,625.28,102,128,South,12.36309386,3070.711085,Mature,2.514715733,66.7848
1989,A24P4,Upstream,-25.56656497,-7.68,18.02499695,250.94,353.12,212.8875629,0.602875971,87.64527318,102.9595504,102.4922104,93.38792425,555.92,A24,2435.233559,2.273,0.786249857,92564.09267,171.651,343.302,44,70,South,24.35233559,925.6409267,Young,3.192627762,40.551
1989,A8P4,Downstream,-25.96222579,-7.68,18.42371996,250.94,353.12,232.3439146,0.657974384,83.75154889,102.9595504,102.4922104,93.38792425,558.69,A8,971.5478074,0.524,0.226324974,274048.0801,295.351,590.702,92,118,South,9.715478074,2740.480801,Mature,2.273720292,62.6744
1989,B16P1,Upstream,-25.19562646,-7.6,17.65118758,246.82,353.12,207.0468743,0.586335734,91.29570358,102.9595504,102.4922104,93.38792425,541.99,B16,723.667448,0.353,0.204979169,334802.3826,326.452,652.904,112,138,South,7.23667448,3348.023826,Mature,1.979161775,68.762
1989,B19P1,Upstream,-24.8953123,-7.6,17.34854916,246.82,353.12,202.3182159,0.572944653,94.25111509,102.9595504,102.4922104,93.38792425,550.91,B19,1488.587774,1.715,0.887024983,60699.58503,139.001,278.002,38,64,South,14.88587774,606.9958503,Young,2.700412961,34.2468
1990,A24P1,Upstream,-25.2565329,-7.71,17.68286781,251.79,354.39,208.2882975,0.587737514,91.31356406,103.5388782,103.0715382,94.18167425,572.37,A24,1644.413192,0.836,0.392514761,308715.5217,313.476,626.952,103,128,South,16.44413192,3087.155217,Mature,2.799968691,66.7848
1990,A24P4,Upstream,-26.19349332,-7.71,18.62710833,251.79,354.39,223.0949079,0.629518067,82.05943254,103.5388782,103.0715382,94.18167425,553.92,A24,2108.505746,1.944,0.675350759,94672.59841,173.595,347.19,45,70,South,21.08505746,946.7259841,Young,3.048564612,40.551
1990,A8P4,Downstream,-26.13644972,-7.71,18.5696215,251.79,354.39,235.4678216,0.664431337,82.62283838,103.5388782,103.0715382,94.18167425,601.5,A8,1529.406079,0.823,0.356336482,275577.4862,296.174,592.348,93,118,South,15.29406079,2755.774862,Mature,2.727464569,62.6744
1990,B16P1,Upstream,-24.82289196,-7.62,17.24585752,248.1,354.39,201.4355508,0.568400775,95.59653078,103.5388782,103.0715382,94.18167425,537.86,B16,701.8636294,0.342,0.198995769,335504.2462,326.794,653.588,113,138,South,7.018636294,3355.042462,Mature,1.948568939,68.762
1990,B19P1,Upstream,-24.467069,-7.62,16.88726985,248.1,354.39,195.812547,0.552534064,99.11090812,103.5388782,103.0715382,94.18167425,554.92,B19,1207.704016,1.376,0.715186155,61907.28904,140.377,280.754,39,64,South,12.07704016,619.0728904,Young,2.491306143,34.2468
1991,A24P1,Upstream,-24.48627356,-7.74,16.87690077,252.86,355.61,196.3234816,0.552075255,99.55407402,104.0953978,103.6280578,94.94417425,547.13,A24,1927.325099,0.977,0.459706097,310642.8468,314.453,628.906,104,128,South,19.27325099,3106.428468,Mature,2.958718176,66.7848
1991,A24P4,Upstream,-26.33296938,-7.74,18.73800151,252.86,355.61,225.6078194,0.634424846,81.2513629,104.0953978,103.6280578,94.94417425,571.99,A24,2297.763053,2.094,0.730576666,96970.36146,175.689,351.378,46,70,South,22.97763053,969.7036146,Young,3.134521157,40.551
1991,A8P4,Downstream,-25.59993018,-7.74,17.99924433,252.86,355.61,227.303971,0.639194542,88.51655762,104.0953978,103.6280578,94.94417425,597.09,A8,3593.905105,1.925,0.835497788,279171.3913,298.099,596.198,94,118,South,35.93905105,2791.713913,Mature,3.581824477,62.6744
1991,B16P1,Upstream,-24.74227531,-7.65,17.13489943,249.87,355.61,200.3830791,0.563491125,97.01682558,104.0953978,103.6280578,94.94417425,546.11,B16,1136.439642,0.553,0.322420027,336640.6859,327.347,654.694,114,138,South,11.36439642,3366.406859,Mature,2.430485347,68.762
1991,B19P1,Upstream,-25.65139385,-7.65,18.05110944,249.87,355.61,214.799603,0.604031391,88.00649815,104.0953978,103.6280578,94.94417425,552.91,B19,2277.648287,2.559,1.336531558,64184.93733,142.936,285.872,40,64,South,22.77648287,641.8493733,Young,3.125728551,34.2468
1992,A24P1,Upstream,-25.11363822,-7.77,17.47945357,253.43,356.45,206.2907622,0.578736884,93.8495236,104.4785752,104.0112352,95.46917425,539.91,A24,864.0098939,0.437,0.206062566,311506.8567,314.89,629.78,105,128,South,8.640098939,3115.068567,Mature,2.156414034,66.7848
1992,A24P4,Upstream,-25.80742172,-7.77,18.17866999,253.43,356.45,217.3188901,0.609675663,86.95694368,104.4785752,104.0112352,95.46917425,559.94,A24,2076.369311,1.871,0.65554599,99046.73078,177.56,355.12,47,70,South,20.76369311,990.4673078,Young,3.033205938,40.551
1992,A8P4,Downstream,-25.3925698,-7.77,17.76056942,253.43,356.45,224.0768879,0.628634838,91.07840234,104.4785752,104.0112352,95.46917425,542.1,A8,2267.182011,1.208,0.525569955,281438.5733,299.307,598.614,95,118,South,22.67182011,2814.385733,Mature,3.121122748,62.6744
1992,B16P1,Upstream,-24.52281188,-7.68,16.88400056,250.94,356.45,196.8992036,0.552389406,99.71924776,104.4785752,104.0112352,95.46917425,538.89,B16,1002.397855,0.487,0.284512556,337643.0837,327.834,655.668,115,138,South,10.02397855,3376.430837,Mature,2.304980078,68.762
1992,B19P1,Upstream,-24.96131808,-7.68,17.32594064,250.94,356.45,203.8695372,0.571944276,95.36278925,104.4785752,104.0112352,95.46917425,555.92,B19,1444.991877,1.6,0.839685993,65629.92921,144.536,289.072,41,64,South,14.44991877,656.2992921,Young,2.670688793,34.2468
1993,A24P1,Upstream,-25.43977874,-7.79,17.78834999,253.93,357.1,211.5477779,0.592404867,90.97013882,104.7750816,104.3077416,95.87542425,590.38,A24,2664.795197,1.344,0.635104102,314171.6519,316.234,632.468,106,128,South,26.64795197,3141.716519,Mature,3.282712299,66.7848
1993,A24P4,Upstream,-26.00069914,-7.79,18.35367426,253.93,357.1,220.4804017,0.617419215,85.38724892,104.7750816,104.3077416,95.87542425,556.93,A24,1632.160079,1.457,0.512641456,100678.8909,179.017,358.034,48,70,South,16.32160079,1006.788909,Young,2.792489432,40.551
1993,A8P4,Downstream,-25.68290534,-7.79,18.03338541,253.93,357.1,228.7965043,0.640707097,88.55027846,104.7750816,104.3077416,95.87542425,581.21,A8,3143.692579,1.667,0.727014676,284582.2659,300.974,601.948,96,118,South,31.43692579,2845.822659,Mature,3.447983183,62.6744
1993,B16P1,Upstream,-25.00276991,-7.71,17.34791013,251.79,357.1,204.5884384,0.572916377,95.31972601,104.7750816,104.3077416,95.87542425,544.05,B16,1416.594032,0.687,0.402162242,339059.6778,328.521,657.042,116,138,South,14.16594032,3390.596778,Mature,2.650840514,68.762
1993,B19P1,Upstream,-25.76382563,-7.71,18.11494102,251.79,357.1,216.7082052,0.606855797,87.74487172,104.7750816,104.3077416,95.87542425,561.95,B19,1206.976603,1.323,0.697629567,66836.90581,145.859,291.718,42,64,South,12.06976603,668.3690581,Young,2.49070365,34.2468
1994,A24P1,Upstream,-24.8832232,-7.82,17.19770929,255.28,358.83,203.1947798,0.566270322,97.27201263,105.5642446,105.0969046,96.95667425,581.38,A24,2189.453832,1.1,0.520909608,316361.1057,317.334,634.668,107,128,South,21.89453832,3163.611057,Mature,3.086237214,66.7848
1994,A24P4,Upstream,-26.3420183,-7.82,18.66800208,255.28,358.83,226.539256,0.631327525,82.68171502,105.5642446,105.0969046,96.95667425,567.97,A24,2145.045243,1.897,0.670241151,102823.9361,180.914,361.828,49,70,South,21.45045243,1028.239361,Young,3.065745737,40.551
1994,A8P4,Downstream,-25.88233074,-7.82,18.20469143,255.28,358.83,232.6252338,0.648288142,87.27933007,105.5642446,105.0969046,96.95667425,577.54,A8,2573.874025,1.358,0.593671684,287156.1399,302.332,604.664,97,118,South,25.73874025,2871.561399,Mature,3.24799726,62.6744
1994,B16P1,Upstream,-25.16136284,-7.74,17.47804112,252.86,358.83,207.6457299,0.578674386,94.49016881,105.5642446,105.0969046,96.95667425,546.11,B16,991.5198167,0.48,0.281549257,340051.1976,329.001,658.002,117,138,South,9.915198167,3400.511976,Mature,2.294068748,68.762
1994,B19P1,Upstream,-25.651293,-7.74,17.97183273,252.86,358.83,215.4858734,0.600523572,89.59007911,105.5642446,105.0969046,96.95667425,552.91,B19,1396.572219,1.516,0.803179902,68233.47803,147.375,294.75,43,64,South,13.96572219,682.3347803,Young,2.636605912,34.2468
1995,A24P1,Upstream,-24.97940032,-7.85,17.26493002,256.7,360.82,205.3948695,0.569244691,97.14070658,106.4720102,106.0046702,98.20042425,563.36,A24,1211.435591,0.607,0.28805704,317572.5413,317.941,635.882,108,128,South,12.11435591,3175.725413,Mature,2.494391188,66.7848
1995,A24P4,Upstream,-25.69936569,-7.85,17.99059184,256.7,360.82,216.9804136,0.601353621,89.89974153,106.4720102,106.0046702,98.20042425,560.94,A24,2776.163237,2.426,0.860694812,105600.0993,183.34,366.68,50,70,South,27.76163237,1056.000993,Young,3.323654937,40.551
1995,A8P4,Downstream,-26.01173098,-7.85,18.30542859,256.7,360.82,235.5240539,0.652746671,86.75816523,106.4720102,106.0046702,98.20042425,555.02,A8,2043.802723,1.074,0.47063572,289199.9427,303.406,606.812,98,118,South,20.43802723,2891.999427,Mature,3.017397246,62.6744
1995,B16P1,Upstream,-25.11789753,-7.77,17.40452304,253.43,360.82,207.6235399,0.575421373,95.74778756,106.4720102,106.0046702,98.20042425,548.17,B16,1330.491931,0.643,0.377910755,341381.6895,329.644,659.288,118,138,South,13.30491931,3413.816895,Mature,2.58813384,68.762
1995,B19P1,Upstream,-25.18933312,-7.77,17.47652383,253.43,360.82,208.7730677,0.578607249,95.02933271,106.4720102,106.0046702,98.20042425,549.9,B19,1006.525882,1.083,0.576463133,69240.00391,148.458,296.916,44,64,South,10.06525882,692.4000391,Young,2.309089774,34.2468
1996,A24P1,Upstream,-25.06371089,-7.88,17.32019402,257.98,362.61,207.3005112,0.571690001,97.0684305,107.288543,106.821203,99.31917425,557.95,A24,1738.358257,0.869,0.413262325,319310.8996,318.81,637.62,109,128,South,17.38358257,3193.108996,Mature,2.85552623,66.7848
1996,A24P4,Upstream,-25.28538206,-7.88,17.54362583,257.98,362.61,210.8854054,0.581576364,94.8278716,107.288543,106.821203,99.31917425,559.94,A24,2174.4594,1.878,0.669011984,107774.5587,185.218,370.436,51,70,South,21.744594,1077.745587,Young,3.079365175,40.551
1996,A8P4,Downstream,-25.60854373,-7.88,17.86935424,257.98,362.61,229.6962032,0.633452479,91.56148945,107.288543,106.821203,99.31917425,561.79,A8,1699.145404,0.89,0.390930675,290899.0881,304.296,608.592,99,118,South,16.99145404,2908.990881,Mature,2.832710514,62.6744
1996,B16P1,Upstream,-25.49107576,-7.79,17.75095327,253.93,362.61,214.21191,0.590750145,92.74880625,107.288543,106.821203,99.31917425,546.11,B16,1935.177699,0.933,0.549441705,343316.8672,330.577,661.154,119,138,South,19.35177699,3433.168672,Mature,2.962784249,68.762
1996,B19P1,Upstream,-25.57940133,-7.79,17.83998038,253.93,362.61,215.6403223,0.594689397,91.85604856,107.288543,106.821203,99.31917425,553.92,B19,898.3728511,0.96,0.513363483,70138.37676,149.418,298.836,45,64,South,8.983728511,701.3837676,Young,2.195414998,34.2468
1997,A24P1,Upstream,-25.75798088,-7.91,17.99028403,258.76,363.73,218.7253986,0.601340001,90.62787586,107.7994462,107.3321062,100.0191742,557.95,A24,902.050211,0.45,0.214452414,320212.9498,319.26,638.52,110,128,South,9.02050211,3202.129498,Mature,2.199499999,66.7848
1997,A24P4,Upstream,-26.05671238,-7.91,18.29139733,258.76,363.73,223.5715908,0.614663599,87.59900576,107.7994462,107.3321062,100.0191742,562.95,A24,1763.266016,1.509,0.539750431,109537.8248,186.727,373.454,52,70,South,17.63266016,1095.378248,Young,2.869752873,40.551
1997,A8P4,Downstream,-25.72234405,-7.91,17.95436306,258.76,363.73,231.7742351,0.637215064,90.98920142,107.7994462,107.3321062,100.0191742,592.06,A8,682.9658846,0.357,0.157181795,291582.054,304.653,609.306,100,118,South,6.829658846,2915.82054,Mature,1.921274723,62.6744
1997,B16P1,Upstream,-25.99429197,-7.82,18.22847924,255.28,363.73,222.5589714,0.611879612,88.23189286,107.7994462,107.3321062,100.0191742,545.08,B16,1667.836077,0.802,0.473230403,344984.7033,331.379,662.758,120,138,South,16.67836077,3449.847033,Mature,2.814112117,68.762
1997,B19P1,Upstream,-25.76082489,-7.82,17.99315071,255.28,363.73,218.7715358,0.601466846,90.59904014,107.7994462,107.3321062,100.0191742,542.89,B19,893.7704336,0.949,0.509814477,71032.14719,150.367,300.734,46,64,South,8.937704336,710.3214719,Young,2.190278771,34.2468
1998,A24P1,Upstream,-24.66019875,-7.93,16.86392971,259.97,366.7,202.2355321,0.551501315,102.7902924,109.1542521,108.6869121,101.8754242,565.16,A24,975.6433258,0.486,0.232093653,321188.5931,319.746,639.492,111,128,South,9.756433258,3211.885931,Mature,2.277926889,66.7848
1998,A24P4,Upstream,-25.13288979,-7.93,17.34039916,259.97,366.7,209.9665651,0.572584033,97.95839684,109.1542521,108.6869121,101.8754242,565.96,A24,1084.398214,0.922,0.331120364,110622.223,187.649,375.298,53,70,South,10.84398214,1106.22223,Young,2.383610285,40.551
1998,A8P4,Downstream,-25.69891441,-7.93,17.91094823,259.97,366.7,232.9626063,0.635294809,92.17243596,109.1542521,108.6869121,101.8754242,537.7,A8,386.7948227,0.202,0.089146618,291968.8488,304.855,609.71,101,118,South,3.867948227,2919.688488,Mature,1.352724193,62.6744
1998,B16P1,Upstream,-25.1091514,-7.85,17.31647102,256.7,366.7,209.5783151,0.571525266,98.20105306,109.1542521,108.6869121,101.8754242,545.08,B16,368.6328955,0.177,0.10464692,345353.3362,331.556,663.112,121,138,South,3.686328955,3453.533362,Mature,1.3046311,68.762
1998,B19P1,Upstream,-25.01263633,-7.85,17.21918446,256.7,366.7,207.9997762,0.567220551,99.18763986,109.1542521,108.6869121,101.8754242,556.93,B19,751.1890814,0.793,0.427950205,71783.33628,151.16,302.32,47,64,South,7.511890814,717.8333628,Young,2.016487207,34.2468
1999,A24P1,Upstream,-25.15929745,-7.96,17.33730238,261.04,368.38,210.8780287,0.572447008,98.43873204,109.920607,109.453267,102.9254242,534.5,A24,1963.799414,0.976,0.467069594,323152.3925,320.722,641.444,112,128,South,19.63799414,3231.523925,Mature,2.977466166,66.7848
1999,A24P4,Upstream,-26.01153602,-7.96,18.1963792,261.04,368.38,224.8809809,0.610459257,89.68688692,109.920607,109.453267,102.9254242,653.76,A24,1681.750151,1.421,0.512373014,112303.9731,189.07,378.14,54,70,South,16.81750151,1123.039731,Young,2.822420101,40.551
1999,A8P4,Downstream,-25.66239161,-7.96,17.8444333,261.04,368.38,232.9461256,0.632352803,93.27233577,109.920607,109.453267,102.9254242,589.85,A8,762.8509027,0.398,0.176056185,292731.6997,305.253,610.506,102,118,South,7.628509027,2927.316997,Mature,2.031892417,62.6744
1999,B16P1,Upstream,-25.33574853,-7.88,17.51516928,257.98,368.38,213.7772592,0.580317225,96.62671299,109.920607,109.453267,102.9254242,543.02,B16,885.9392599,0.425,0.251764025,346239.2755,331.981,663.962,122,138,South,8.859392599,3462.392755,Mature,2.181478207,68.762
1999,B19P1,Upstream,-25.58673476,-7.88,17.76816939,257.98,368.38,217.901161,0.59151192,94.04927436,109.920607,109.453267,102.9254242,555.92,B19,821.0328844,0.862,0.467286927,72604.36916,152.022,304.044,48,64,South,8.210328844,726.0436916,Young,2.105392977,34.2468
2000,A24P1,Upstream,-25.38416449,-7.99,17.53426325,262.11,369.55,214.7684507,0.581162091,96.73846833,110.4543184,109.9869784,103.6566742,561.55,A24,1911.169911,0.947,0.454132712,325063.5624,321.669,643.338,113,128,South,19.11169911,3250.635624,Mature,2.950300666,66.7848
2000,A24P4,Upstream,-25.21052385,-7.99,17.35922405,262.11,369.55,211.9062499,0.573416993,98.52734381,110.4543184,109.9869784,103.6566742,556.93,A24,1220.961528,1.025,0.371055992,113524.9346,190.095,380.19,55,70,South,12.20961528,1135.249346,Young,2.502223779,40.551
2000,A8P4,Downstream,-26.13068724,-7.99,18.28679876,262.11,369.55,240.9198554,0.651927629,89.04766365,110.4543184,109.9869784,103.6566742,582.23,A8,1549.840619,0.807,0.357809396,294281.5403,306.06,612.12,103,118,South,15.49840619,2942.815403,Mature,2.740737192,62.6744
2000,B16P1,Upstream,-24.36723968,-7.91,16.50914777,258.76,369.55,198.0059982,0.535802999,107.2150011,110.4543184,109.9869784,103.6566742,537.86,B16,1016.577483,0.487,0.289055967,347255.8529,332.468,664.936,123,138,South,10.16577483,3472.558529,Mature,2.319026669,68.762
